Investor Name,Announced Date 
2019-05-28,Thomvest Ventures
2019-05-28,Horizons Ventures
The Engine,2019-05-28
2019-05-28,Digital Alpha Advisors
Pavin Ventures,2019-05-28
2019-05-28,Redmore Properties
China Mobile,2019-05-28
Seventure Partners,2019-05-28
Cascade Seed Fund,2019-05-28
Hillhouse Capital Group,2019-05-28
Silicon Valley Bank,2019-05-28
2019-05-28,Samsung SDS
Alibaba Group,2019-05-28
Bain Capital,2019-05-28
2019-05-28,Peter Wood
2019-05-28,FocusFuturo
Business Finland,2019-05-28
2019-05-28,Salesforce Ventures
Innovation Works,2019-05-28
Propel Capital,2019-05-28
StartupLab,2019-05-28
2019-05-28,Sprout Fund LP
SmartPitch Ventures,2019-05-28
Beijing E-town International Investment & Development,2019-05-28
2019-05-28,Transcend Capital
2019-05-28,STEMedu
Houde Qianhai Fund,2019-05-28
2019-05-28,tryb Group
Nuvoton Technology,2019-05-28
2019-05-28,Ares Management
Pritzker Foundation,2019-05-28
HOYA CORPORATION,2019-05-28
Qihang Fund,2019-05-28
2019-05-28,CapitalAppreciation Limited
Inaara Impact Ventures,2019-05-28
Inaara Impact Ventures,2019-05-28
2019-05-28,Avendus Capital
SAIF Partners,2019-05-28
2019-05-28,Linear Venture
HarbourVest Partners,2019-05-28
Inaara Impact Ventures,2019-05-28
2019-05-28,Khaled AlKhathlan
Connect Ventures,2019-05-28
Hinduja Group,2019-05-28
2019-05-28,US Department of Energy
IFB Innovationsstarter,2019-05-28
Marcus Correa,2019-05-28
Startup Funding Club,2019-05-28
2019-05-29,PE&HR
2019-05-29,TIS Japan
2019-05-29,Bpifrance
2019-05-29,Cédric Delorme
2019-05-29,European Investment Fund
2019-05-29,Investessor
2019-05-29,Sibessor 2
WeLikeStartup,2019-05-29
2019-05-29,ANRI
Canal Ventures,2019-05-29
2019-05-29,Maeda
2019-05-29,KDDI Open Innovation Fund
2019-05-29,SEPTENI HOLDINGS Japan
2019-05-29,Canica
2019-05-29,Verdane
2019-05-29,Compound
2019-05-29,La Maison ITF
2019-05-29,Norwest Venture Partners
2019-05-29,Qumra Capital
2019-05-29,Revolution
2019-05-29,Spark Capital
2019-05-29,GSR Ventures
IDG Capital,2019-05-29
Meituan.com,2019-05-29
2019-05-29,Sequoia Capital China
2019-05-29,ZhenFund
2019-05-29,Canica
2019-05-29,Verdane
2019-05-29,Canica
2019-05-29,Verdane
2019-05-29,Canica
2019-05-29,Verdane
2019-05-29,Federal Ministry for Economic Affairs and Energy
2019-05-29,Loyal VC
2019-05-29,TrenLab
Ekkio Capital,2019-05-29
2019-05-29,500 Startups
2019-05-29,CIBC
2019-05-29,Conconi Growth Partners
2019-05-29,FJ Labs
Hedgewood,2019-05-29
Inovia Capital,2019-05-29
2019-05-29,Plaza Ventures
2019-05-29,Structure Capital
2019-05-29,83North
2019-05-29,General Catalyst
2019-05-29,Giza Venture Capital
2019-05-29,Greenspring Associates
Next47,2019-05-29
2019-05-29,OpenView
2019-05-29,Vintage Investment Partners
2019-05-29,9Yards Capital
2019-05-29,BootstrapLabs
2019-05-29,Dan Wernikoff
2019-05-29,Financial Venture Studio
2019-05-29,Musaab Hakami
2019-05-29,QED Investors
2019-05-29,Silicon Valley Bank
2019-05-29,Crowdcube
GGV Capital,2019-05-29
Qatar Investment Authority,2019-05-29
2019-05-29,Security Leadership Capital
2019-05-29,Accor
Groupe ADP,2019-05-29
Partech,2019-05-29
2019-05-29,White Star Capital
2019-05-29,Right Side Capital Management
2019-05-29,Qiming Venture Partners
2019-05-29,BAM Ventures
2019-05-29,Altos Ventures
2019-05-29,Asset Management Ventures (AMV)
2019-05-29,Red Swan Ventures
2019-05-29,Thrive Capital
2019-05-29,Arkin Bio Ventures
2019-05-29,CBG Asset Management
2019-05-29,GF Securities
2019-05-29,Pontifax
2019-05-29,Quark Venture
RMGP Biopharma Investment Fund,2019-05-29
2019-05-29,StartEngine
2019-05-29,Bloomberg Beta
2019-05-29,Cervin Ventures
2019-05-29,Jeremy Andrus
2019-05-29,Kickstart Seed Fund
2019-05-29,Ryan Smith
2019-05-29,SAP.iO
2019-05-29,btov Partners
Cabiedes & Partners,2019-05-29
2019-05-29,ZhenFund
2019-05-29,AddVenture
2019-05-29,Ascent Venture Partners
2019-05-29,Target Global
2019-05-29,Belcorp Ventures
2019-05-29,Next Coast Ventures
2019-05-29,Symrise
2019-05-29,Explorer Equity Group
2019-05-29,HAX
2019-05-29,Newfund Capital
2019-05-29,SOSV
2019-05-29,Pico Ventures
2019-05-29,Plug and Play
2019-05-29,Propel Venture Partners
2019-05-29,Synchrony Financial
2019-05-29,Axel Springer Digital Ventures
2019-05-29,Bloomberg Beta
2019-05-29,Precursor Ventures
2019-05-29,Stripe
2019-05-29,Village Global
2019-05-29,HV Holtzbrinck Ventures
2019-05-29,LocalGlobe
2019-05-29,Ott Kaukver
2019-05-29,Roberto Nicastro
Taavet Hinrikus,2019-05-29
2019-05-29,GE Ventures
2019-05-29,Innovation Endeavors
2019-05-29,Planven Investments
2019-05-29,United Ventures
2019-05-29,Digital Alpha Capital
2019-05-29,Illuminate Ventures
2019-05-29,500 Startups
2019-05-29,Guinness Asset Management
2019-05-29,JOBI Capital
2019-05-29,M Ventures
2019-05-29,Oreilly AlphaTech Ventures
2019-05-29,Plug and Play
2019-05-29,Waters Corporation
2019-05-29,Brightly Ventures
2019-05-29,Collector Bank
2019-05-29,Erik Stannow
2019-05-29,Swedbank
2019-05-29,EMC Insurance
2019-05-29,ManchesterStory Group
2019-05-29,Nationwide Ventures
2019-05-29,Energize Ventures
2019-05-29,National Grid Partners (NGP)
2019-05-29,New Enterprise Associates
2019-05-29,Salesforce Ventures
2019-05-29,Wells Fargo Strategic Capital
2019-05-29,Inc.
2019-05-29,Bank Workers Charity
2019-05-29,Equity Gap
2019-05-29,Scottish Investment Bank
2019-05-29,University of Aberdeen
2019-05-29,Index Ventures
2019-05-29,Khosla Ventures
2019-05-29,Salesforce Ventures
2019-05-29,Telstra Ventures
2019-05-29,SIG China (SIG Asia Investments)
2019-05-29,Cherry Ventures
2019-05-29,Speedinvest
Unternehmertum Venture Capital Partners,2019-05-29
2019-05-29,Moelis Australia Asset Management
2019-05-29,BreakawayGrowth Fund
2019-05-29,Garage Capital
GRID Ventures,2019-05-29
2019-05-29,Gilde Healthcare
2019-05-29,New Enterprise Associates
2019-05-29,Quaker Partners
2019-05-29,Vensana Capital
2019-05-29,HealthQuad
Kois Invest,2019-05-29
Mitsui Sumitomo Insuarance Venture Capital,2019-05-29
2019-05-29,Rebright Partners
2019-05-29,Alphabit Fund
2019-05-29,BlockVC
2019-05-29,NEO Global Capital (NGC)
2019-05-29,Insight Partners
2019-05-29,Mayfield Fund
2019-05-29,Rembrandt Venture Partners
2019-05-29,58.com
2019-05-29,TPG
2019-05-29,Warburg Pincus
2019-05-29,Mingchi Fund
2019-05-29,Special Situations Life Sciences Innovation Fund
2019-05-29,8btc.com
2019-05-29,Milestone Capital China
2019-05-29,Qicheng Information Technology
2019-05-29,Aistar Ventures
2019-05-29,Joseph Investment
Nanjing Haotian Technology Industrial,2019-05-29
2019-05-29,Da Vinci Capital
2019-05-29,KFW DEG
2019-05-29,24 Haymarket
2019-05-29,Innovate UK
Tanglin Venture Partners,2019-05-29
2019-05-29,ADV
2019-05-29,Liam Casey
2019-05-29,LocalGlobe
Florida Funders,2019-05-29
New World Angels,2019-05-29
2019-05-29,Drive Capital
Georgian Partners,2019-05-29
2019-05-29,CMB International Capital Corporation
2019-05-29,Hu Yu
2019-05-29,BioAdvance
2019-05-29,Civilization Ventures
2019-05-29,Hackensack Meridian Health
Hikma Ventures,2019-05-29
2019-05-29,Samsung Ventures
2019-05-29,Stanley Black & Decker
2019-05-29,Battery Ventures
2019-05-29,Tiger Global Management
2019-05-29,Kennedy Lewis Investment Management
2019-05-29,Founders Fund
2019-05-29,PipelBiz.com
2019-05-29,Beal Bank
2019-05-29,CSG Investments
2019-05-29,ASIM QURESHI
2019-05-29,David Goldstein
2019-05-29,Fenghua Capital
2019-05-29,Ruixin Asset Management
2019-05-29,Great Hill Partners
2019-05-29,WiL
2019-05-29,Catalyst Investors
2019-05-29,Revolution
2019-05-29,LVL1 Group
2019-05-29,Vinci Venture Capital
SICPA,2019-05-29
2019-05-29,Renaissance Capital Partners
SunTrust Foundation,2019-05-29
2019-05-29,YFM Equity Partners
2019-05-29,NDRC
2019-05-29,NDRC
2019-05-29,NDRC
2019-05-29,NDRC
CAS Star,2019-05-29
2019-05-29,Yonghua Capital
2019-05-29,New York Angels
2019-05-29,IP Group Plc
Innovacorp,2019-05-29
Innovacorp,2019-05-29
2019-05-29,Zhulu Capital
2019-05-29,FW Capital
2019-05-29,SIG China (SIG Asia Investments)
2019-05-29,ECI Partners
2019-05-29,AT&T
2019-05-29,Almi Företagspartner AB
2019-05-29,Hemex
Alex Pattis,2019-05-30
2019-05-30,Blue Slide Ventures
2019-05-30,Dolik Ventures
GV,2019-05-30
2019-05-30,Industry Ventures
2019-05-30,K2 Global
2019-05-30,NFX
Pelion Venture Partners,2019-05-30
2019-05-30,Cowboy Ventures
2019-05-30,Dynamo
Ludlow Ventures,2019-05-30
2019-05-30,Schematic Ventures
J-POWER,2019-05-30
2019-05-30,Russian Direct Investment Fund
2019-05-30,Matrix Partners China
2019-05-30,AME Cloud Ventures
2019-05-30,Khosla Ventures
Mayo Clinic,2019-05-30
2019-05-30,Sequoia Capital
2019-05-30,True Ventures
2019-05-30,Cathay Innovation
2019-05-30,DN Capital
2019-05-30,Nuclio Venture Builder
2019-05-30,Ricardo Schaefer
2019-05-30,Seaya Ventures
2019-05-30,Torch Capital
2019-05-30,Lionheart Ventures
2019-05-30,Western New York Impact Investment Fund
Biomatics Capital Partners,2019-05-30
2019-05-30,BlueCross BlueShield Venture Partners
2019-05-30,Camden Partners
2019-05-30,Casdin Capital
2019-05-30,Cowin Venture
Exact Sciences,2019-05-30
2019-05-30,Gamma3
2019-05-30,Invus
2019-05-30,Section 32
Third Rock Ventures,2019-05-30
2019-05-30,Adam Nash
Day One Ventures,2019-05-30
2019-05-30,Great Oaks Venture Capital
Kairos,2019-05-30
Kleiner Perkins,2019-05-30
2019-05-30,Nat Turner
2019-05-30,Rainfall Ventures
2019-05-30,Red Dog Capital
2019-05-30,Zach Weinberg
2019-05-30,LDC
2019-05-30,Ariel Poler
2019-05-30,Bolt
Larsen Ventures,2019-05-30
Martin Blake,2019-05-30
2019-05-30,Matthew Macfarlane
Encomenda VC,2019-05-30
2019-05-30,José Manuel Entrecanales Venture Capital
2019-05-30,Lanai Partners
2019-05-30,Alibaba Group
2019-05-30,Bertelsmann Asia Investments
2019-05-30,C Ventures
2019-05-30,YF Capital
2019-05-30,Dragon Capital
2019-05-30,BNSG Capital
2019-05-30,Bull Creek Capital
2019-05-30,Capital Factory
Moonshots Capital,2019-05-30
Next Coast Ventures,2019-05-30
2019-05-30,Sputnik ATX
2019-05-30,Clairvest Group
2019-05-30,Hike Ventures
2019-05-30,Ontario Centres of Excellence
Ripple Ventures,2019-05-30
2019-05-30,WorldQuant Ventures LLC
Innovation Endeavors,2019-05-30
2019-05-30,Insight Partners
Oryzn Capital,2019-05-30
2019-05-30,Salesforce Ventures
2019-05-30,Vertex Ventures
2019-05-30,Vertex Ventures Israel
2019-05-30,Right Side Capital Management
2019-05-30,Rajat Khare
2019-05-30,BAM Ventures
2019-05-30,Bessemer Venture Partners
FirstMark,2019-05-30
2019-05-30,Rho Ventures
2019-05-30,Sequoia Capital
Amit Technion,2019-05-30
2019-05-30,Axil Capital
2019-05-30,Johnson & Johnson Innovation
2019-05-30,NextLeap Ventures
2019-05-30,SCREEN Holdings
2019-05-30,INNOventure
2019-05-30,Alfa Ventures
2019-05-30,Dhianu Das
2019-05-30,Venture Catalysts
Endeavour Capital Limited,2019-05-30
2019-05-30,FJ Capital Management
Hamilton Lane,2019-05-30
2019-05-30,Patriot Financial Partners
2019-05-30,T. Rowe Price
2019-05-30,Temerity Capital Partners
2019-05-30,Ascension Ventures
2019-05-30,Charlie Songhurst
Pentech Ventures,2019-05-30
2019-05-30,Serge Chiaramonte
2019-05-30,Stanford Angels of the United Kingdom
2019-05-30,Cofounders Capital
2019-05-30,Dioko Ventures
2019-05-30,Knox Singleton
SaaS Ventures,2019-05-30
Scott Gerber,2019-05-30
2019-05-30,Laconia
MVP Capital,2019-05-30
2019-05-30,ValueStream Ventures
2019-05-30,Baillie Gifford
2019-05-30,Franklin Templeton
2019-05-30,New Enterprise Associates
2019-05-30,Novo Holdings
2019-05-30,Revolution
Central Bank of United Arab Emirates,2019-05-30
2019-05-30,CTBC Bank
2019-05-30,International Finance Corporation
2019-05-30,MUFG Union Bank
2019-05-30,National Bank of Abu Dhabi
2019-05-30,Dell Technologies Capital
2019-05-30,Intel Capital
OTB Ventures,2019-05-30
2019-05-30,500 Startups
2019-05-30,Zenith Ventures
2019-05-30,Break Trail Ventures
2019-05-30,Organic X Labs
S Cap,2019-05-30
Service Provider Capital,2019-05-30
2019-05-30,SmartCapital
2019-05-30,Craig Newmark Philanthropies
2019-05-30,Democracy Fund
2019-05-30,Facebook
2019-05-30,Guorong Capital
2019-05-30,LeBox Capital
2019-05-30,Tencent Holdings
2019-05-30,Ashmeet Sidana
2019-05-30,Chris Rust
Harel Kodesh,2019-05-30
2019-05-30,Paul Maritz
2019-05-30,Bridge Bank
SG Credit Partners,2019-05-30
2019-05-30,Angel Syndicates Central
2019-05-30,Expara IDM Ventures
2019-05-30,Octava Impact Investment
2019-05-30,H.I.G. BioHealth Partners
2019-05-30,New Enterprise Associates
2019-05-30,Quaker Partners
2019-05-30,Vensana Capital
2019-05-30,Korea Investment Partners
2019-05-30,Vertex Ventures
2019-05-30,Vertex Ventures Southeast Asia & India
Anicut Capital,2019-05-30
2019-05-30,MassMutual Ventures
2019-05-30,Migration Capital
Wavecrest Growth Partners,2019-05-30
2019-05-30,.406 Ventures
2019-05-30,CRV
2019-05-30,Echo Health Ventures
2019-05-30,Angel CoFund
2019-05-30,Beacon Capital LLP
2019-05-30,Richard Lawrence Hargreaves
2019-05-30,Arihant Patni
2019-05-30,Coatue Management
Nat Friedman,2019-05-30
2019-05-30,Richard Socher
2019-05-30,500 Startups
2019-05-30,Expara IDM Ventures
2019-05-30,Impact Investment Exchange (IIX)
2019-05-30,Heniu Capital
2019-05-30,Level Equity
Energy Impact Partners,2019-05-30
Gagarin Capital Partners,2019-05-30
2019-05-30,GSR Ventures
2019-05-30,Huazhu Hotels Group
IDG Capital,2019-05-30
2019-05-30,Volvo Cars Group
2019-05-30,Atlantic Bridge
Barry Downes,2019-05-30
2019-05-30,CD Capital
2019-05-30,Launch NY
2019-05-30,Launch NY
2019-05-30,Rainmakers
2019-05-30,EIT Digital Accelerator
2019-05-30,IrishAngels
2019-05-30,University System of Maryland
TPY Capital,2019-05-30
2019-05-30,Industri Udvikling A/S
2019-05-30,Linear Venture
2019-05-30,New Mountain Capital
2019-05-30,Spring Camp
2019-05-30,Yipu Dazhen Investment
2019-05-30,Fiserv
Egon Zehnder,2019-05-30
2019-05-30,HY Capital
Zhongtai Huasheng Asset Management,2019-05-30
2019-05-30,Matrix Partners China
Yonyou,2019-05-30
2019-05-30,Autobacs Seven
Disruptive Capital Finance,2019-05-30
2019-05-30,National Cancer Institute SBIR Development Center
2019-05-30,Israel Innovation Authority
2019-05-30,iGan Partners
2019-05-30,Israel Innovation Authority
2019-05-30,Israel Innovation Authority
2019-05-30,Mediaset
Mississippi State University Center for Entrepreneurship and Outreach,2019-05-30
2019-05-30,Thynk Capital
2019-05-30,LLC.
2019-05-30,Velocity.Partners
Hiventures Investment Fund,2019-05-30
Hiventures Investment Fund,2019-05-30
Hiventures Investment Fund,2019-05-30
2019-05-30,COLABORATIVOx
Enterprise Ireland,2019-05-30
Noritsu Precision,2019-05-31
The Kiyo Lease & Capital,2019-05-31
Tokyo Century,2019-05-31
"Yamaha Motor Co.,",2019-05-31
Anicut Capital,2019-05-31
Deepinder Goyal,2019-05-31
2019-05-31,Rohit Bansal
Sixth Sense Ventures,2019-05-31
2019-05-31,Smile Group
Sofina,2019-05-31
2019-05-31,TR Capital
Google,2019-05-31
Hummingbird Ventures,2019-05-31
2019-05-31,Lightspeed Venture Partners
Omidyar Network,2019-05-31
Shasta Ventures,2019-05-31
Google Launchpad Accelerator,2019-05-31
GE32 Capital,2019-05-31
Global Founders Capital,2019-05-31
Kaszek Ventures,2019-05-31
2019-05-31,Monashees
2019-05-31,Barclays Accelerator
powered by Techstars - London,2019-05-31
Lemonade Stand,2019-05-31
Daren Cotter,2019-05-31
FIS,2019-05-31
Mark Cuban,2019-05-31
Leave a Nest,2019-05-31
Space Shower Networks,2019-05-31
2019-05-31,Calum Forsyth
2019-05-31,Chris van der Kuyl
2019-05-31,Gareth Williams
James Watt,2019-05-31
Paul Walton,2019-05-31
2019-05-31,Robin Knox
Seed Haus,2019-05-31
Index Ventures,2019-05-31
SmartGateVC,2019-05-31
2019-05-31,Cardinal Capital Group
The Carlyle Group,2019-05-31
Benhamou Global Ventures,2019-05-31
2019-05-31,Mitsubishi UFJ Capital
Osaki Medical Corp.,2019-05-31
Loyal VC,2019-05-31
2019-05-31,Authentic Ventures
2019-05-31,Grant Newlin
Jason Fiedler,2019-05-31
New Stack Ventures,2019-05-31
EQT Ventures,2019-05-31
Lionheart Ventures,2019-05-31
Norrsken Foundation,2019-05-31
Tamar Capital,2019-05-31
2019-05-31,Meridian Capital
2019-05-31,Mynavi
2019-05-31,Venture Kick
Rohan Malhotra,2019-05-31
SNU Technical Holdings,2019-05-31
2019-05-31,Bass Investment
GopherVC,2019-05-31
Innovation Works,2019-05-31
Philp Bronner,2019-05-31
Ecliptic Capital,2019-05-31
Children’s Hospital Colorado,2019-05-31
Froedtert Health,2019-05-31
2019-05-31,Jazz Venture Partners
Presbyterian Healthcare Services,2019-05-31
UCHealth,2019-05-31
UnityPoint Health,2019-05-31
UVA Licensing & Ventures Group,2019-05-31
Alan Patricof,2019-05-31
Charlie Songhurst,2019-05-31
David Stern,2019-05-31
Expon Capital,2019-05-31
Firestartr,2019-05-31
Greycroft,2019-05-31
Martin Varsavsky,2019-05-31
Nikesh Arora,2019-05-31
Plug and Play,2019-05-31
Battery Road Digital Holdings,2019-05-31
Confidential .,2019-05-31
Technology Fund,2019-05-31
Majuven,2019-05-31
2019-05-31,Right Side Capital Management
2019-05-31,BAM Ventures
2019-05-31,Crowdcube
Nimble Ventures,2019-05-31
Nimble Ventures,2019-05-31
Abstract Ventures,2019-05-31
SGH CAPITAL,2019-05-31
Tribe Capital,2019-05-31
Vox Capital,2019-05-31
KittyHawk Ventures,2019-05-31
500 Startups,2019-05-31
ABC-I2BF,2019-05-31
2019-05-31,Softline Venture Partners
YellowRockets.vc,2019-05-31
Gestalt Theory Venture Partners,2019-05-31
Richard Yoo,2019-05-31
TDF Ventures,2019-05-31
‎Integr8d Capital,2019-05-31
Boya Capital,2019-05-31
China Growth Capital | CGC,2019-05-31
Green Pine Capital Partners,2019-05-31
HD Capital,2019-05-31
Sino-Ocean Capital,2019-05-31
Business Finland,2019-05-31
Sisu Game Ventures,2019-05-31
btov Partners,2019-05-31
Gian Reto à Porta,2019-05-31
Myke Naf,2019-05-31
2019-05-31,Nicole Herzog
2019-05-31,NVM Private Equity
Praetura Ventures,2019-05-31
Ren Capital,2019-05-31
FOOD-X,2019-05-31
2019-05-31,SOSV
